State,District,Market,Commodity,Modal Price,,
Punjab,Hoshiarpur,Dasuya,Bitter gourd,3250,,
Punjab,Hoshiarpur,Dasuya,Bottle gourd,2250,,
Punjab,Hoshiarpur,Dasuya,Brinjal,2750,,
Punjab,Hoshiarpur,Dasuya,Cabbage,1350,,
Punjab,Hoshiarpur,Dasuya,Capsicum,7000,,
Punjab,Hoshiarpur,Dasuya,Cauliflower,6500,,
Punjab,Hoshiarpur,Dasuya,Cucumbar(Kheera),2600,,
Punjab,Hoshiarpur,Dasuya,Field Pea,7500,,
Punjab,Hoshiarpur,Dasuya,French Beans (Frasbean),7000,,
Punjab,Hoshiarpur,Dasuya,Green Chilli,3000,,
Punjab,Hoshiarpur,Dasuya,Lemon,3750,,
Punjab,Hoshiarpur,Dasuya,Mango,3300,,
Punjab,Hoshiarpur,Dasuya,Mango,1500,,
Punjab,Hoshiarpur,Dasuya,Mango (Raw-Ripe),2000,,
Punjab,Hoshiarpur,Dasuya,Onion,1550,,
Punjab,Hoshiarpur,Dasuya,Papaya,4000,,
Punjab,Hoshiarpur,Dasuya,Papaya,2250,,
Punjab,Hoshiarpur,Dasuya,Plum,4000,,
Punjab,Hoshiarpur,Dasuya,Plum,2000,,
Punjab,Hoshiarpur,Dasuya,Potato,1200,,
Punjab,Hoshiarpur,Dasuya,Pumpkin,2000,,
Punjab,Hoshiarpur,Dasuya,Raddish,2000,,
Punjab,Hoshiarpur,Dasuya,Spinach,3250,,
Punjab,Hoshiarpur,Dasuya,Tinda,3250,,
Punjab,Hoshiarpur,Garh Shankar,Apple,5500,,
Punjab,Hoshiarpur,Garh Shankar,Banana,1700,,
Punjab,Hoshiarpur,Garh Shankar,Bhindi(Ladies Finger),1800,,
Punjab,Hoshiarpur,Garh Shankar,Cabbage,900,,
Punjab,Hoshiarpur,Garh Shankar,Cauliflower,3500,,
Punjab,Hoshiarpur,Garh Shankar,Field Pea,6000,,
Punjab,Hoshiarpur,Garh Shankar,Garlic,8000,,
Punjab,Hoshiarpur,Garh Shankar,Ginger(Green),12000,,
Punjab,Hoshiarpur,Garh Shankar,Green Chilli,1500,,
Punjab,Hoshiarpur,Garh Shankar,Onion,1500,,
Punjab,Hoshiarpur,Garh Shankar,Papaya,3500,,
Punjab,Hoshiarpur,Garh Shankar,Potato,800,,
Punjab,Hoshiarpur,Garh Shankar,Pumpkin,600,,
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Bhindi(Ladies Finger),1800,,
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Cucumbar(Kheera),1200,,
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Green Chilli,1700,,
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Onion,1400,,
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Potato,800,,
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Pumpkin,700,,
Punjab,Hoshiarpur,Mukerian,Apple,12000,,
Punjab,Hoshiarpur,Mukerian,Banana,3200,,
Punjab,Hoshiarpur,Mukerian,Beans,6500,,
Punjab,Hoshiarpur,Mukerian,Bhindi(Ladies Finger),2500,,
Punjab,Hoshiarpur,Mukerian,Bitter gourd,2000,,
Punjab,Hoshiarpur,Mukerian,Cauliflower,4500,,
Punjab,Hoshiarpur,Mukerian,Cucumbar(Kheera),2500,,
Punjab,Hoshiarpur,Mukerian,Green Chilli,3000,,
Punjab,Hoshiarpur,Mukerian,Lemon,5000,,
Punjab,Hoshiarpur,Mukerian,Mousambi(Sweet Lime),9500,,
Punjab,Hoshiarpur,Mukerian,Onion,1600,,
Punjab,Hoshiarpur,Mukerian,Papaya,4500,,
Punjab,Hoshiarpur,Mukerian,Plum,4500,,
Punjab,Hoshiarpur,Mukerian,Pomegranate,9500,,
Punjab,Hoshiarpur,Mukerian,Potato,1500,,
Punjab,Hoshiarpur,Mukerian,Pumpkin,1500,,
Punjab,Hoshiarpur,Mukerian,Raddish,1800,,
Punjab,Hoshiarpur,Mukerian,Ridgeguard(Tori),2100,,
Punjab,Hoshiarpur,Mukerian,Tender Coconut,550,,
Punjab,Hoshiarpur,Mukerian,Tinda,2000,,
Punjab,Hoshiarpur,Mukerian,Tomato,7500,,
Punjab,Hoshiarpur,Mukerian(Talwara),Apple,8000,,
Punjab,Hoshiarpur,Mukerian(Talwara),Banana,2500,,
Punjab,Hoshiarpur,Mukerian(Talwara),Bhindi(Ladies Finger),2800,,
Punjab,Hoshiarpur,Mukerian(Talwara),Cabbage,3000,,
Punjab,Hoshiarpur,Mukerian(Talwara),Cauliflower,4300,,
Punjab,Hoshiarpur,Mukerian(Talwara),Cucumbar(Kheera),2600,,
Punjab,Hoshiarpur,Mukerian(Talwara),Field Pea,4200,,
Punjab,Hoshiarpur,Mukerian(Talwara),French Beans (Frasbean),8000,,
Punjab,Hoshiarpur,Mukerian(Talwara),Onion,2000,,
Punjab,Hoshiarpur,Mukerian(Talwara),Potato,1000,,
Punjab,Hoshiarpur,Mukerian(Talwara),Pumpkin,2000,,
Punjab,Hoshiarpur,Mukerian(Talwara),Round gourd,2500,,
Punjab,Hoshiarpur,Mukerian(Talwara),Tomato,8000,,
Punjab,Hoshiarpur,Tanda Urmur,Apple,14000,,
Punjab,Hoshiarpur,Tanda Urmur,Bhindi(Ladies Finger),3200,,
Punjab,Hoshiarpur,Tanda Urmur,Bitter gourd,3500,,
Punjab,Hoshiarpur,Tanda Urmur,Brinjal,4300,,
Punjab,Hoshiarpur,Tanda Urmur,Cabbage,1800,,
Punjab,Hoshiarpur,Tanda Urmur,Capsicum,11000,,
Punjab,Hoshiarpur,Tanda Urmur,Cauliflower,5500,,
Punjab,Hoshiarpur,Tanda Urmur,Cucumbar(Kheera),4300,,
Punjab,Hoshiarpur,Tanda Urmur,Field Pea,9500,,
Punjab,Hoshiarpur,Tanda Urmur,Garlic,11000,,
Punjab,Hoshiarpur,Tanda Urmur,Ginger(Dry),14000,,
Punjab,Hoshiarpur,Tanda Urmur,Green Chilli,3200,,
Punjab,Hoshiarpur,Tanda Urmur,Lemon,4500,,
Punjab,Hoshiarpur,Tanda Urmur,Mango,3800,,
Punjab,Hoshiarpur,Tanda Urmur,Onion,2200,,
Punjab,Hoshiarpur,Tanda Urmur,Papaya,3800,,
Punjab,Hoshiarpur,Tanda Urmur,Pineapple,2200,,
Punjab,Hoshiarpur,Tanda Urmur,Plum,6300,,
Punjab,Hoshiarpur,Tanda Urmur,Pumpkin,1400,,
Punjab,Hoshiarpur,Tanda Urmur,Raddish,2300,,
Punjab,Hoshiarpur,Tanda Urmur,Tinda,3500,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Apple,6700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Banana - Green,1000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Bhindi(Ladies Finger),1000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Bottle gourd,1500,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Brinjal,2500,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cabbage,1900,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Capsicum,3900,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Carrot,1100,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cauliflower,3100,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Colacasia,1200,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Coriander(Leaves),4200,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cucumbar(Kheera),1200,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),French Beans (Frasbean),3400,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Garlic,5000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Ginger(Green),6600,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Grapes,5400,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Green Chilli,2200,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Guava,2400,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Karbuja(Musk Melon),2700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Lemon,2000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mango,1700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mashrooms,7700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Mousambi(Sweet Lime),2700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Onion Green,1000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Papaya,1000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Peas Wet,3900,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pineapple,2100,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Plum,3000,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pomegranate,3100,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Potato,520,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pumpkin,800,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Raddish,700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Spinach,600,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Tender Coconut,3700,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Tinda,3500,,
Punjab,Jalandhar,Jalandhar City(Jalandhar),Water Melon,1000,,
Punjab,Jalandhar,Lohian Khas,Bhindi(Ladies Finger),1300,,
Punjab,Jalandhar,Lohian Khas,Bitter gourd,1400,,
Punjab,Jalandhar,Lohian Khas,Brinjal,1100,,
Punjab,Jalandhar,Lohian Khas,Colacasia,1400,,
Punjab,Jalandhar,Lohian Khas,Green Chilli,1200,,
Punjab,Jalandhar,Lohian Khas,Round gourd,1100,,
Punjab,Jalandhar,Lohian Khas,Spinach,900,,
Punjab,Jalandhar,Mehatpur,Bhindi(Ladies Finger),3000,,
Punjab,Jalandhar,Mehatpur,Brinjal,3000,,
Punjab,Jalandhar,Mehatpur,Cucumbar(Kheera),2000,,
Punjab,Jalandhar,Mehatpur,Green Chilli,3000,,
Punjab,Jalandhar,Mehatpur,Pumpkin,2000,,
Punjab,Jalandhar,Nakodar,Bhindi(Ladies Finger),725,,
Punjab,Jalandhar,Nakodar,Brinjal,800,,
Punjab,Jalandhar,Nakodar,Potato,1025,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Bhindi(Ladies Finger),3000,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Bottle gourd,2000,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Brinjal,2500,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Green Chilli,2500,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Onion,2000,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Potato,1000,,
Punjab,Jalandhar,Phillaur(Apra Mandi),Ridgeguard(Tori),3000,,
Punjab,Jalandhar,Shahkot,Bhindi(Ladies Finger),1900,,
Punjab,Jalandhar,Shahkot,Brinjal,1900,,
Punjab,Jalandhar,Shahkot,Capsicum,2600,,
Punjab,Jalandhar,Shahkot,Maize,1485,,
Punjab,kapurthala,Sultanpur,Bitter gourd,2000,,
Punjab,kapurthala,Sultanpur,Brinjal,3500,,
Punjab,kapurthala,Sultanpur,Colacasia,2000,,
Punjab,kapurthala,Sultanpur,Cucumbar(Kheera),1000,,
Punjab,kapurthala,Sultanpur,Round gourd,4000,,
Punjab,Ludhiana,Doraha,Ashgourd,1500,,
Punjab,Ludhiana,Doraha,Banana,3000,,
Punjab,Ludhiana,Doraha,Bhindi(Ladies Finger),2236,,
Punjab,Ludhiana,Doraha,Bitter gourd,2844,,
Punjab,Ludhiana,Doraha,Bottle gourd,2653,,
Punjab,Ludhiana,Doraha,Brinjal,2500,,
Punjab,Ludhiana,Doraha,Cauliflower,400,,
Punjab,Ludhiana,Doraha,Cucumbar(Kheera),2000,,
Punjab,Ludhiana,Doraha,Green Chilli,3500,,
Punjab,Ludhiana,Doraha,Onion,1875,,
Punjab,Ludhiana,Doraha,Peas Wet,5000,,
Punjab,Ludhiana,Doraha,Ridgeguard(Tori),2631,,
Punjab,Ludhiana,Doraha,Tomato,11540,,
Punjab,Ludhiana,Sahnewal,Brinjal,1400,,
Punjab,Ludhiana,Sahnewal,Cauliflower,1800,,
Punjab,Ludhiana,Sahnewal,Cucumbar(Kheera),1000,,
Punjab,Ludhiana,Sahnewal,Green Chilli,3500,,
Punjab,Ludhiana,Sahnewal,Onion,1800,,
Punjab,Ludhiana,Sahnewal,Potato,1200,,
Punjab,Ludhiana,Sahnewal,Ridgeguard(Tori),1700,,
Punjab,Moga,Baghapurana,Apple,3200,,
Punjab,Moga,Baghapurana,Banana,3000,,
Punjab,Moga,Baghapurana,Brinjal,2000,,
Punjab,Moga,Baghapurana,Cabbage,1200,,
Punjab,Moga,Baghapurana,Cauliflower,4500,,
Punjab,Moga,Baghapurana,Cucumbar(Kheera),1700,,
Punjab,Moga,Baghapurana,Green Chilli,2200,,
Punjab,Moga,Baghapurana,Onion,1800,,
Punjab,Moga,Baghapurana,Papaya,3500,,
Punjab,Moga,Baghapurana,Plum,4500,,
Punjab,Moga,Baghapurana,Potato,800,,
Punjab,Moga,Baghapurana,Pumpkin,1800,,
Punjab,Moga,Baghapurana,Sweet Pumpkin,900,,
Punjab,Mohali,Dera Bassi,Bhindi(Ladies Finger),2600,,
Punjab,Mohali,Dera Bassi,Bitter gourd,2600,,
Punjab,Mohali,Dera Bassi,Bottle gourd,1800,,
Punjab,Mohali,Dera Bassi,Onion,1600,,
Punjab,Mohali,Dera Bassi,Potato,1600,,
Punjab,Mohali,Dera Bassi,Pumpkin,1400,,
Punjab,Mohali,Lalru,Bhindi(Ladies Finger),3000,,
Punjab,Mohali,Lalru,Bitter gourd,2000,,
Punjab,Mohali,Lalru,Bottle gourd,3000,,
Punjab,Mohali,Lalru,Brinjal,2700,,
Punjab,Mohali,Lalru,Cabbage,1400,,
Punjab,Mohali,Lalru,Green Chilli,10000,,
Punjab,Mohali,Lalru,Mango (Raw-Ripe),2500,,
Punjab,Mohali,Lalru,Onion,1400,,
Punjab,Mohali,Lalru,Potato,1300,,
Punjab,Mohali,Lalru,Pumpkin,2000,,
Punjab,Mohali,Lalru,Ridgeguard(Tori),2500,,
Punjab,Muktsar,Giddarbaha,Bhindi(Ladies Finger),3200,,
Punjab,Muktsar,Giddarbaha,Brinjal,3800,,
Punjab,Muktsar,Giddarbaha,Cabbage,4800,,
Punjab,Muktsar,Giddarbaha,Cowpea(Veg),5500,,
Punjab,Muktsar,Giddarbaha,Cucumbar(Kheera),1500,,
Punjab,Muktsar,Giddarbaha,Green Chilli,3800,,
Punjab,Muktsar,Giddarbaha,Lemon,4000,,
Punjab,Muktsar,Giddarbaha,Long Melon(Kakri),700,,
Punjab,Muktsar,Giddarbaha,Onion,1600,,
Punjab,Muktsar,Giddarbaha,Potato,900,,
Punjab,Muktsar,Giddarbaha,Pumpkin,2400,,
Punjab,Muktsar,Giddarbaha,Ridgeguard(Tori),2500,,
Punjab,Pathankot,Pathankot,Banana,2500,,
Punjab,Pathankot,Pathankot,Bitter gourd,1600,,
Punjab,Pathankot,Pathankot,Bottle gourd,1700,,
Punjab,Pathankot,Pathankot,Brinjal,3500,,
Punjab,Pathankot,Pathankot,Cabbage,1500,,
Punjab,Pathankot,Pathankot,Capsicum,6500,,
Punjab,Pathankot,Pathankot,Cauliflower,4000,,
Punjab,Pathankot,Pathankot,Cucumbar(Kheera),1700,,
Punjab,Pathankot,Pathankot,Ginger(Green),11000,,
Punjab,Pathankot,Pathankot,Green Chilli,3000,,
Punjab,Pathankot,Pathankot,Lemon,2800,,
Punjab,Pathankot,Pathankot,Mousambi(Sweet Lime),3800,,
Punjab,Pathankot,Pathankot,Onion,1400,,
Punjab,Pathankot,Pathankot,Peas cod,8000,,
Punjab,Pathankot,Pathankot,Pomegranate,8000,,
Punjab,Pathankot,Pathankot,Potato,1600,,
Punjab,Pathankot,Pathankot,Pumpkin,900,,
Punjab,Pathankot,Pathankot,Raddish,1200,,
Punjab,Patiala,Nabha,Apple,6400,,
Punjab,Patiala,Nabha,Ashgourd,2100,,
Punjab,Patiala,Nabha,Banana,1900,,
Punjab,Patiala,Nabha,Bhindi(Ladies Finger),2700,,
Punjab,Patiala,Nabha,Bitter gourd,2500,,
Punjab,Patiala,Nabha,Brinjal,2800,,
Punjab,Patiala,Nabha,Capsicum,1100,,
Punjab,Patiala,Nabha,Cauliflower,1800,,
Punjab,Patiala,Nabha,Cucumbar(Kheera),1400,,
Punjab,Patiala,Nabha,Garlic,12000,,
Punjab,Patiala,Nabha,Green Chilli,3600,,
Punjab,Patiala,Nabha,Guava,4800,,
Punjab,Patiala,Nabha,Lemon,2000,,
Punjab,Patiala,Nabha,Mango,3000,,
Punjab,Patiala,Nabha,Mousambi(Sweet Lime),2800,,
Punjab,Patiala,Nabha,Onion,1000,,
Punjab,Patiala,Nabha,Papaya,3200,,
Punjab,Patiala,Nabha,Pear(Marasebu),4000,,
Punjab,Patiala,Nabha,Peas cod,5000,,
Punjab,Patiala,Nabha,Potato,900,,
Punjab,Patiala,Nabha,Raddish,1500,,
Punjab,Patiala,Nabha,Tomato,13000,,
Punjab,Ropar (Rupnagar),Morinda,Banana,3200,,
Punjab,Ropar (Rupnagar),Morinda,Bhindi(Ladies Finger),2500,,
Punjab,Ropar (Rupnagar),Morinda,Bitter gourd,2200,,
Punjab,Ropar (Rupnagar),Morinda,Bottle gourd,2200,,
Punjab,Ropar (Rupnagar),Morinda,Brinjal,1800,,
Punjab,Ropar (Rupnagar),Morinda,Cabbage,1200,,
Punjab,Ropar (Rupnagar),Morinda,Capsicum,9000,,
Punjab,Ropar (Rupnagar),Morinda,Cauliflower,5500,,
Punjab,Ropar (Rupnagar),Morinda,Colacasia,2500,,
Punjab,Ropar (Rupnagar),Morinda,Cucumbar(Kheera),2200,,
Punjab,Ropar (Rupnagar),Morinda,French Beans (Frasbean),6000,,
Punjab,Ropar (Rupnagar),Morinda,Garlic,9000,,
Punjab,Ropar (Rupnagar),Morinda,Green Chilli,5500,,
Punjab,Ropar (Rupnagar),Morinda,Mango,3500,,
Punjab,Ropar (Rupnagar),Morinda,Mousambi(Sweet Lime),3200,,
Punjab,Ropar (Rupnagar),Morinda,Onion,1800,,
Punjab,Ropar (Rupnagar),Morinda,Papaya,3200,,
Punjab,Ropar (Rupnagar),Morinda,Pear(Marasebu),4000,,
Punjab,Ropar (Rupnagar),Morinda,Peas Wet,7000,,
Punjab,Ropar (Rupnagar),Morinda,Plum,2500,,
Punjab,Ropar (Rupnagar),Morinda,Pomegranate,9000,,
Punjab,Ropar (Rupnagar),Morinda,Potato,900,,
Punjab,Ropar (Rupnagar),Morinda,Pumpkin,1200,,
Punjab,Sangrur,Ahmedgarh,Bhindi(Ladies Finger),2300,,
Punjab,Sangrur,Ahmedgarh,Bottle gourd,1300,,
Punjab,Sangrur,Ahmedgarh,Brinjal,3100,,
Punjab,Sangrur,Ahmedgarh,Green Chilli,4400,,
Punjab,Sangrur,Bhawanigarh,Apple,9000,,
Punjab,Sangrur,Bhawanigarh,Banana,2400,,
Punjab,Sangrur,Bhawanigarh,Bhindi(Ladies Finger),2200,,
Punjab,Sangrur,Bhawanigarh,Bitter gourd,3250,,
Punjab,Sangrur,Bhawanigarh,Bottle gourd,1500,,
Punjab,Sangrur,Bhawanigarh,Brinjal,4000,,
Punjab,Sangrur,Bhawanigarh,Cabbage,2000,,
Punjab,Sangrur,Bhawanigarh,Capsicum,9000,,
Punjab,Sangrur,Bhawanigarh,Carrot,1800,,
Punjab,Sangrur,Bhawanigarh,Cauliflower,3250,,
Punjab,Sangrur,Bhawanigarh,Cowpea(Veg),3250,,
Punjab,Sangrur,Bhawanigarh,Cucumbar(Kheera),2600,,
Punjab,Sangrur,Bhawanigarh,Garlic,14000,,
Punjab,Sangrur,Bhawanigarh,Green Chilli,4250,,
Punjab,Sangrur,Bhawanigarh,Lemon,3000,,
Punjab,Sangrur,Bhawanigarh,Mango,4500,,
Punjab,Sangrur,Bhawanigarh,Mango (Raw-Ripe),3000,,
Punjab,Sangrur,Bhawanigarh,Mousambi(Sweet Lime),3500,,
Punjab,Sangrur,Bhawanigarh,Onion,1500,,
Punjab,Sangrur,Bhawanigarh,Pear(Marasebu),3000,,
Punjab,Sangrur,Bhawanigarh,Pineapple,6250,,
Punjab,Sangrur,Bhawanigarh,Pomegranate,9000,,
Punjab,Sangrur,Bhawanigarh,Potato,850,,
Punjab,Sangrur,Bhawanigarh,Pumpkin,1000,,
Punjab,Sangrur,Bhawanigarh,Ridgeguard(Tori),3250,,
Punjab,Tarntaran,Khadur Sahib(Fetehabad),Bhindi(Ladies Finger),2600,,
Punjab,Tarntaran,Khadur Sahib(Fetehabad),Bottle gourd,2100,,
Punjab,Tarntaran,Khadur Sahib(Fetehabad),Pumpkin,2600,,
Punjab,Tarntaran,Naushera Pannuan,Bhindi(Ladies Finger),2400,,
Punjab,Tarntaran,Naushera Pannuan,Bitter gourd,1900,,
Punjab,Tarntaran,Naushera Pannuan,Bottle gourd,2200,,
Punjab,Tarntaran,Naushera Pannuan,Brinjal,2400,,
Punjab,Tarntaran,Naushera Pannuan,Cabbage,1900,,
Punjab,Tarntaran,Naushera Pannuan,Cucumbar(Kheera),1400,,
Punjab,Tarntaran,Naushera Pannuan,Green Chilli,2400,,
Punjab,Tarntaran,Naushera Pannuan,Ridgeguard(Tori),2400,,
Punjab,Tarntaran,Naushera Pannuan,Spinach,1400,,
Punjab,Tarntaran,Patti,Banana,4500,,
Punjab,Tarntaran,Patti,Bhindi(Ladies Finger),3800,,
Punjab,Tarntaran,Patti,Bitter gourd,3500,,
Punjab,Tarntaran,Patti,Brinjal,1600,,
Punjab,Tarntaran,Patti,Capsicum,5500,,
Punjab,Tarntaran,Patti,Colacasia,2400,,
Punjab,Tarntaran,Patti,Cucumbar(Kheera),2500,,
Punjab,Tarntaran,Patti,Garlic,9800,,
Punjab,Tarntaran,Patti,Ginger(Dry),14000,,
Punjab,Tarntaran,Patti,Green Chilli,2500,,
Punjab,Tarntaran,Patti,Mango,3200,,
Punjab,Tarntaran,Patti,Onion,2000,,
Punjab,Tarntaran,Patti,Potato,1400,,
Punjab,Tarntaran,Patti,Pumpkin,1800,,
Punjab,Tarntaran,Patti,Ridgeguard(Tori),3200,,
Punjab,Tarntaran,Patti,Round gourd,3000,,
Punjab,Tarntaran,Tarantaran,Bhindi(Ladies Finger),2800,,
Punjab,Tarntaran,Tarantaran,Brinjal,2000,,
Punjab,Tarntaran,Tarantaran,Cauliflower,6500,,
Punjab,Tarntaran,Tarantaran,Cucumbar(Kheera),2500,,
Punjab,Tarntaran,Tarantaran,Green Chilli,2600,,
Punjab,Tarntaran,Tarantaran,Onion,1900,,
Punjab,Tarntaran,Tarantaran,Peas cod,7000,,
Punjab,Tarntaran,Tarantaran,Potato,1000,,
Punjab,Tarntaran,Tarantaran,Pumpkin,2500,,
Punjab,Tarntaran,Tarantaran,Tomato,9200,,
Rajasthan,Ajmer,Bijay Nagar,Barley (Jau),1625,,
Rajasthan,Ajmer,Bijay Nagar,Bengal Gram(Gram)(Whole),4782,,
Rajasthan,Ajmer,Bijay Nagar,Guar Seed(Cluster Beans Seed),5705,,
Rajasthan,Ajmer,Bijay Nagar,Maize,2325,,
Rajasthan,Ajmer,Bijay Nagar,Mustard,5120,,
Rajasthan,Ajmer,Bijay Nagar,Onion,1030,,
Rajasthan,Ajmer,Bijay Nagar,Wheat,2350,,
Rajasthan,Baran,Anta,Mustard,5043,,
Rajasthan,Baran,Anta,Soyabean,4550,,
Rajasthan,Baran,Anta,Wheat,2263,,
Rajasthan,Baran,Baran,Bengal Gram(Gram)(Whole),4830,,
Rajasthan,Baran,Baran,Black Gram (Urd Beans)(Whole),6300,,
Rajasthan,Baran,Baran,Corriander seed,6400,,
Rajasthan,Baran,Baran,Garlic,10000,,
Rajasthan,Baran,Baran,Green Gram (Moong)(Whole),6600,,
Rajasthan,Baran,Baran,Linseed,4850,,
Rajasthan,Baran,Baran,Methi Seeds,6700,,
Rajasthan,Baran,Baran,Mustard,5350,,
Rajasthan,Baran,Baran,Paddy(Dhan)(Common),2600,,
Rajasthan,Baran,Baran,"Sesamum(Sesame,Gingelly,Til)",11300,,
Rajasthan,Baran,Baran,Soyabean,4701,,
Rajasthan,Baran,Baran,Wheat,2440,,
Rajasthan,Baran,Chhabra,Corriander seed,6250,,
Rajasthan,Baran,Chhabra,Garlic,11150,,
Rajasthan,Baran,Chhabra,Mustard,5300,,
Rajasthan,Baran,Chhabra,Soyabean,4825,,
Rajasthan,Baran,Chhabra,Wheat,2480,,
Rajasthan,Barmer,Barmer,Guar Seed(Cluster Beans Seed),5700,,
Rajasthan,Bikaner,Bikaner(F&V),Apple,6900,,
Rajasthan,Bikaner,Bikaner(F&V),Banana,2200,,
Rajasthan,Bikaner,Bikaner(F&V),Beetroot,1400,,
Rajasthan,Bikaner,Bikaner(F&V),Bhindi(Ladies Finger),1500,,
Rajasthan,Bikaner,Bikaner(F&V),Bottle gourd,1300,,
Rajasthan,Bikaner,Bikaner(F&V),Brinjal,1900,,
Rajasthan,Bikaner,Bikaner(F&V),Cabbage,1600,,
Rajasthan,Bikaner,Bikaner(F&V),Capsicum,3400,,
Rajasthan,Bikaner,Bikaner(F&V),Carrot,1400,,
Rajasthan,Bikaner,Bikaner(F&V),Cauliflower,2700,,
Rajasthan,Bikaner,Bikaner(F&V),Chikoos(Sapota),2900,,
Rajasthan,Bikaner,Bikaner(F&V),Coriander(Leaves),3900,,
Rajasthan,Bikaner,Bikaner(F&V),Cucumbar(Kheera),1500,,
Rajasthan,Bikaner,Bikaner(F&V),Garlic,3400,,
Rajasthan,Bikaner,Bikaner(F&V),Ginger(Dry),5900,,
Rajasthan,Bikaner,Bikaner(F&V),Green Chilli,3400,,
Rajasthan,Bikaner,Bikaner(F&V),Guar,3900,,
Rajasthan,Bikaner,Bikaner(F&V),Guava,2900,,
Rajasthan,Bikaner,Bikaner(F&V),Lemon,2900,,
Rajasthan,Bikaner,Bikaner(F&V),Litchi,3900,,
Rajasthan,Bikaner,Bikaner(F&V),Long Melon(Kakri),1900,,
Rajasthan,Bikaner,Bikaner(F&V),Mango,3400,,
Rajasthan,Bikaner,Bikaner(F&V),Mango (Raw-Ripe),1900,,
Rajasthan,Bikaner,Bikaner(F&V),Methi(Leaves),1400,,
Rajasthan,Bikaner,Bikaner(F&V),Mint(Pudina),2400,,
Rajasthan,Bikaner,Bikaner(F&V),Mousambi(Sweet Lime),3900,,
Rajasthan,Bikaner,Bikaner(F&V),Onion,700,,
Rajasthan,Bikaner,Bikaner(F&V),Orange,3400,,
Rajasthan,Bikaner,Bikaner(F&V),Papaya,2200,,
Rajasthan,Bikaner,Bikaner(F&V),Pineapple,3900,,
Rajasthan,Bikaner,Bikaner(F&V),Pomegranate,6900,,
Rajasthan,Bikaner,Bikaner(F&V),Potato,900,,
Rajasthan,Bikaner,Bikaner(F&V),Pumpkin,600,,
Rajasthan,Bikaner,Bikaner(F&V),Ridgeguard(Tori),2900,,
Rajasthan,Bikaner,Bikaner(F&V),Spinach,900,,
Rajasthan,Bikaner,Bikaner(F&V),Tinda,1500,,
Rajasthan,Bikaner,Bikaner(F&V),Tomato,7900,,
Rajasthan,Bikaner,Bikaner(F&V),Water Melon,1400,,
Rajasthan,Bundi,Bundi,Barley (Jau),1600,,
Rajasthan,Bundi,Bundi,Bengal Gram(Gram)(Whole),4610,,
Rajasthan,Bundi,Bundi,Black Gram (Urd Beans)(Whole),5694,,
Rajasthan,Bundi,Bundi,Green Gram (Moong)(Whole),6520,,
